Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Season,RoundNumber,RaceName
0 days 01:54:35.123000,24.0,38.0,1009.6,False,38.7,292,3.4,2025,7,Emilia Romagna Grand Prix
0 days 01:55:35.132000,24.0,38.0,1009.5,False,39.4,296,1.9,2025,7,Emilia Romagna Grand Prix
0 days 01:56:35.139000,24.0,38.0,1009.6,False,39.7,251,2.5,2025,7,Emilia Romagna Grand Prix
0 days 01:57:35.124000,24.1,38.0,1009.6,False,39.7,228,3.1,2025,7,Emilia Romagna Grand Prix
0 days 01:58:35.127000,24.1,38.0,1009.5,False,40.1,291,2.9,2025,7,Emilia Romagna Grand Prix
0 days 01:59:35.121000,24.1,37.0,1009.6,False,40.1,288,2.6,2025,7,Emilia Romagna Grand Prix
0 days 02:00:35.125000,24.1,38.0,1009.7,False,39.4,291,4.1,2025,7,Emilia Romagna Grand Prix
0 days 02:01:35.122000,24.0,38.0,1009.5,False,39.5,284,3.2,2025,7,Emilia Romagna Grand Prix
0 days 02:02:35.126000,24.0,38.0,1009.5,False,39.6,323,3.5,2025,7,Emilia Romagna Grand Prix
0 days 02:03:35.113000,24.0,37.0,1009.4,False,40.1,283,3.3,2025,7,Emilia Romagna Grand Prix
0 days 02:04:35.128000,24.0,38.0,1009.4,False,40.1,332,2.6,2025,7,Emilia Romagna Grand Prix
0 days 02:05:35.115000,24.2,38.0,1009.4,False,40.5,289,3.3,2025,7,Emilia Romagna Grand Prix
0 days 02:06:35.116000,24.3,38.0,1009.5,False,40.5,315,3.2,2025,7,Emilia Romagna Grand Prix
0 days 02:07:35.126000,24.3,37.0,1009.5,False,40.2,238,3.8,2025,7,Emilia Romagna Grand Prix
0 days 02:08:35.114000,24.3,38.0,1009.5,False,40.1,294,3.3,2025,7,Emilia Romagna Grand Prix
0 days 02:09:35.120000,24.3,37.0,1009.6,False,39.7,305,4.1,2025,7,Emilia Romagna Grand Prix
0 days 02:10:35.139000,24.3,38.0,1009.3,False,39.7,302,4.4,2025,7,Emilia Romagna Grand Prix
0 days 02:11:35.152000,24.3,38.0,1009.5,False,39.6,313,4.7,2025,7,Emilia Romagna Grand Prix
0 days 02:12:35.163000,24.2,38.0,1009.6,False,39.6,287,4.7,2025,7,Emilia Romagna Grand Prix
0 days 02:13:35.166000,24.1,38.0,1009.3,False,39.6,296,4.9,2025,7,Emilia Romagna Grand Prix
0 days 02:14:35.200000,24.0,38.0,1009.5,False,39.7,284,3.2,2025,7,Emilia Romagna Grand Prix
0 days 02:15:35.198000,24.0,39.0,1009.4,False,39.7,273,3.0,2025,7,Emilia Romagna Grand Prix
0 days 02:16:35.239000,24.1,38.0,1009.3,False,39.9,329,3.3,2025,7,Emilia Romagna Grand Prix
0 days 02:17:35.236000,24.0,37.0,1009.5,False,39.9,308,4.0,2025,7,Emilia Romagna Grand Prix
0 days 02:18:35.260000,24.0,37.0,1009.3,False,39.7,324,3.7,2025,7,Emilia Romagna Grand Prix
0 days 02:19:35.246000,24.0,37.0,1009.4,False,39.3,287,3.1,2025,7,Emilia Romagna Grand Prix
0 days 02:20:35.247000,24.0,36.0,1009.5,False,39.3,282,3.9,2025,7,Emilia Romagna Grand Prix
0 days 02:21:35.259000,24.0,38.0,1009.4,False,39.5,282,3.8,2025,7,Emilia Romagna Grand Prix
0 days 02:22:35.257000,24.0,38.0,1009.3,False,39.5,336,2.0,2025,7,Emilia Romagna Grand Prix
0 days 02:23:35.255000,23.9,37.0,1009.3,False,39.4,298,3.9,2025,7,Emilia Romagna Grand Prix
0 days 02:24:35.256000,24.0,37.0,1009.3,False,39.4,310,3.3,2025,7,Emilia Romagna Grand Prix
0 days 02:25:35.258000,23.9,37.0,1009.4,False,39.0,297,3.3,2025,7,Emilia Romagna Grand Prix
0 days 02:26:35.259000,23.9,37.0,1009.5,False,38.9,328,2.9,2025,7,Emilia Romagna Grand Prix
0 days 02:27:35.271000,23.8,37.0,1009.3,False,38.6,301,1.7,2025,7,Emilia Romagna Grand Prix
0 days 02:28:35.268000,23.6,38.0,1009.2,False,38.7,276,3.9,2025,7,Emilia Romagna Grand Prix
0 days 02:29:35.262000,23.7,38.0,1009.3,False,38.7,0,3.2,2025,7,Emilia Romagna Grand Prix
0 days 00:00:18.586000,21.5,55.0,1017.3,False,42.6,298,1.0,2025,8,Monaco Grand Prix
0 days 00:01:18.584000,21.6,54.0,1017.3,False,43.6,176,0.7,2025,8,Monaco Grand Prix
0 days 00:02:18.615000,21.6,54.0,1017.3,False,43.5,180,2.2,2025,8,Monaco Grand Prix
0 days 00:03:18.615000,21.4,55.0,1017.2,False,43.3,0,1.2,2025,8,Monaco Grand Prix
0 days 00:04:18.632000,21.3,55.0,1017.1,False,43.2,341,0.4,2025,8,Monaco Grand Prix
0 days 00:05:18.642000,21.4,55.0,1017.2,False,43.0,319,1.1,2025,8,Monaco Grand Prix
0 days 00:06:18.639000,21.5,54.0,1017.2,False,43.0,327,1.6,2025,8,Monaco Grand Prix
0 days 00:07:18.648000,21.5,56.0,1017.1,False,43.0,330,2.2,2025,8,Monaco Grand Prix
0 days 00:08:18.643000,21.6,56.0,1017.2,False,43.0,334,1.1,2025,8,Monaco Grand Prix
0 days 00:09:18.679000,21.8,53.0,1017.0,False,44.1,331,1.1,2025,8,Monaco Grand Prix
0 days 00:10:18.687000,21.8,51.0,1017.1,False,44.1,315,0.9,2025,8,Monaco Grand Prix
0 days 00:11:18.687000,21.6,53.0,1017.1,False,43.5,332,1.4,2025,8,Monaco Grand Prix
0 days 00:12:18.703000,21.5,54.0,1017.1,False,43.2,345,1.3,2025,8,Monaco Grand Prix
0 days 00:13:18.692000,21.5,55.0,1017.0,False,42.7,333,1.0,2025,8,Monaco Grand Prix
0 days 00:14:18.690000,21.5,56.0,1017.1,False,43.2,302,1.8,2025,8,Monaco Grand Prix
0 days 00:15:18.682000,21.6,55.0,1017.1,False,44.2,330,1.2,2025,8,Monaco Grand Prix
0 days 00:16:18.688000,21.6,55.0,1017.0,False,44.4,337,1.4,2025,8,Monaco Grand Prix
0 days 00:17:18.699000,21.8,54.0,1017.0,False,44.5,323,1.5,2025,8,Monaco Grand Prix
0 days 00:18:18.693000,21.9,54.0,1017.0,False,44.5,242,1.3,2025,8,Monaco Grand Prix
0 days 00:19:18.682000,21.7,54.0,1017.0,False,44.1,0,0.9,2025,8,Monaco Grand Prix
0 days 00:20:18.688000,21.7,55.0,1017.0,False,43.7,327,0.6,2025,8,Monaco Grand Prix
0 days 00:21:18.697000,21.9,54.0,1016.9,False,44.1,335,0.6,2025,8,Monaco Grand Prix
0 days 00:22:18.707000,21.8,54.0,1017.0,False,44.2,327,1.7,2025,8,Monaco Grand Prix
0 days 00:23:18.726000,21.8,54.0,1016.9,False,43.9,305,1.5,2025,8,Monaco Grand Prix
0 days 00:24:18.729000,21.8,55.0,1017.0,False,43.9,325,0.8,2025,8,Monaco Grand Prix
0 days 00:25:18.732000,22.1,52.0,1017.0,False,43.9,216,0.9,2025,8,Monaco Grand Prix
0 days 00:26:18.729000,22.1,52.0,1017.1,False,44.5,2,0.8,2025,8,Monaco Grand Prix
0 days 00:27:18.730000,22.0,53.0,1017.1,False,44.5,321,0.9,2025,8,Monaco Grand Prix
0 days 00:28:18.719000,21.9,54.0,1017.0,False,43.5,325,0.9,2025,8,Monaco Grand Prix
0 days 00:29:18.720000,22.0,54.0,1017.1,False,43.5,328,0.7,2025,8,Monaco Grand Prix
0 days 00:30:18.732000,21.8,54.0,1017.0,False,43.7,252,1.1,2025,8,Monaco Grand Prix
0 days 00:31:18.744000,21.7,54.0,1017.0,False,43.7,302,1.3,2025,8,Monaco Grand Prix
0 days 00:32:18.727000,21.5,56.0,1017.0,False,43.4,0,1.0,2025,8,Monaco Grand Prix
0 days 00:33:18.739000,21.5,56.0,1017.0,False,42.7,221,0.7,2025,8,Monaco Grand Prix
0 days 00:34:18.736000,21.4,56.0,1017.0,False,43.0,332,0.3,2025,8,Monaco Grand Prix
0 days 00:35:18.730000,21.4,55.0,1017.0,False,43.3,335,1.1,2025,8,Monaco Grand Prix
0 days 00:36:18.740000,21.5,53.0,1017.1,False,43.3,328,0.4,2025,8,Monaco Grand Prix
0 days 00:37:18.733000,21.6,53.0,1017.0,False,42.9,335,1.5,2025,8,Monaco Grand Prix
0 days 00:38:18.733000,21.7,53.0,1017.1,False,42.2,338,0.9,2025,8,Monaco Grand Prix
0 days 00:39:18.740000,21.8,53.0,1017.1,False,42.1,240,1.3,2025,8,Monaco Grand Prix
0 days 00:40:18.731000,21.8,53.0,1017.1,False,42.6,145,0.5,2025,8,Monaco Grand Prix
0 days 00:41:18.742000,21.9,52.0,1017.0,False,43.3,0,0.8,2025,8,Monaco Grand Prix
0 days 00:42:18.740000,22.1,51.0,1016.9,False,44.0,330,1.0,2025,8,Monaco Grand Prix
0 days 00:43:18.748000,22.1,49.0,1016.9,False,44.8,328,0.9,2025,8,Monaco Grand Prix
0 days 00:44:18.740000,22.0,50.0,1016.9,False,44.8,230,0.7,2025,8,Monaco Grand Prix
0 days 00:45:18.741000,22.1,50.0,1017.0,False,44.4,191,0.5,2025,8,Monaco Grand Prix
0 days 00:46:18.739000,22.1,49.0,1017.0,False,44.4,192,0.7,2025,8,Monaco Grand Prix
0 days 00:47:18.755000,22.1,50.0,1016.9,False,44.1,222,0.6,2025,8,Monaco Grand Prix
0 days 00:48:18.756000,22.0,50.0,1017.1,False,44.1,189,0.4,2025,8,Monaco Grand Prix
0 days 00:49:18.750000,21.9,51.0,1017.0,False,43.7,335,1.4,2025,8,Monaco Grand Prix
0 days 00:50:18.744000,21.9,52.0,1016.9,False,43.5,355,1.0,2025,8,Monaco Grand Prix
0 days 00:51:18.745000,21.9,51.0,1016.9,False,44.5,339,1.7,2025,8,Monaco Grand Prix
0 days 00:52:18.764000,21.9,51.0,1016.9,False,44.7,330,1.8,2025,8,Monaco Grand Prix
0 days 00:53:18.745000,21.9,51.0,1016.9,False,44.6,329,1.5,2025,8,Monaco Grand Prix
0 days 00:54:18.746000,21.9,51.0,1016.9,False,44.6,295,1.8,2025,8,Monaco Grand Prix
0 days 00:55:18.762000,21.9,51.0,1016.9,False,45.0,318,1.1,2025,8,Monaco Grand Prix
0 days 00:56:18.747000,22.0,51.0,1016.8,False,45.2,345,0.8,2025,8,Monaco Grand Prix
0 days 00:57:18.753000,22.0,51.0,1016.9,False,43.9,44,1.2,2025,8,Monaco Grand Prix
0 days 00:58:18.763000,21.9,53.0,1016.9,False,42.7,331,0.9,2025,8,Monaco Grand Prix
0 days 00:59:18.754000,21.7,53.0,1016.9,False,42.7,205,0.9,2025,8,Monaco Grand Prix
0 days 01:00:18.770000,21.8,52.0,1016.9,False,43.2,346,1.6,2025,8,Monaco Grand Prix
0 days 01:01:18.818000,21.9,51.0,1016.9,False,43.2,0,1.0,2025,8,Monaco Grand Prix
0 days 01:02:18.830000,22.0,53.0,1016.9,False,42.7,190,0.8,2025,8,Monaco Grand Prix
0 days 01:03:18.890000,22.0,55.0,1016.9,False,41.3,318,0.5,2025,8,Monaco Grand Prix
0 days 01:04:18.866000,21.9,54.0,1016.8,False,42.0,171,0.9,2025,8,Monaco Grand Prix
0 days 01:05:18.897000,21.9,54.0,1016.9,False,42.2,294,1.1,2025,8,Monaco Grand Prix
0 days 01:06:18.882000,22.0,54.0,1016.9,False,43.1,341,1.0,2025,8,Monaco Grand Prix
0 days 01:07:18.893000,22.1,52.0,1016.9,False,44.1,317,0.8,2025,8,Monaco Grand Prix
0 days 01:08:18.898000,22.3,51.0,1016.9,False,44.2,16,1.3,2025,8,Monaco Grand Prix
0 days 01:09:18.920000,22.4,50.0,1017.0,False,44.6,0,1.1,2025,8,Monaco Grand Prix
0 days 01:10:18.905000,22.5,48.0,1017.0,False,44.7,331,1.3,2025,8,Monaco Grand Prix
0 days 01:11:18.914000,22.6,49.0,1017.0,False,45.0,162,1.1,2025,8,Monaco Grand Prix
0 days 01:12:18.946000,22.6,50.0,1016.9,False,43.7,29,1.5,2025,8,Monaco Grand Prix
0 days 01:13:18.925000,22.5,52.0,1016.9,False,43.7,0,0.4,2025,8,Monaco Grand Prix
0 days 01:14:18.981000,22.3,52.0,1017.0,False,44.0,265,0.9,2025,8,Monaco Grand Prix
0 days 01:15:18.963000,22.4,53.0,1017.0,False,44.0,149,0.8,2025,8,Monaco Grand Prix
0 days 01:16:18.948000,22.4,53.0,1016.9,False,44.0,0,0.6,2025,8,Monaco Grand Prix
0 days 01:17:18.963000,22.5,51.0,1016.9,False,44.3,327,0.8,2025,8,Monaco Grand Prix
0 days 01:18:18.976000,22.5,50.0,1016.9,False,45.2,173,1.2,2025,8,Monaco Grand Prix
0 days 01:19:18.990000,22.6,48.0,1016.7,False,45.2,189,0.5,2025,8,Monaco Grand Prix
0 days 01:20:18.984000,22.7,49.0,1016.9,False,44.9,238,0.6,2025,8,Monaco Grand Prix
0 days 01:21:18.987000,22.8,49.0,1016.9,False,44.5,163,1.2,2025,8,Monaco Grand Prix
0 days 01:22:19.003000,22.8,50.0,1016.9,False,44.5,177,1.6,2025,8,Monaco Grand Prix
0 days 01:23:18.986000,22.6,51.0,1016.8,False,44.0,157,0.8,2025,8,Monaco Grand Prix
0 days 01:24:19.001000,22.5,51.0,1016.8,False,44.0,349,0.8,2025,8,Monaco Grand Prix
0 days 01:25:18.985000,22.4,52.0,1016.9,False,44.0,259,0.5,2025,8,Monaco Grand Prix
0 days 01:26:18.986000,22.4,51.0,1016.9,False,43.8,295,0.6,2025,8,Monaco Grand Prix
0 days 01:27:18.999000,22.5,52.0,1016.8,False,43.1,192,0.8,2025,8,Monaco Grand Prix
0 days 01:28:19.008000,22.3,53.0,1016.9,False,43.2,193,0.6,2025,8,Monaco Grand Prix
0 days 01:29:19.008000,22.4,53.0,1016.9,False,43.8,86,1.4,2025,8,Monaco Grand Prix
0 days 01:30:18.998000,22.4,54.0,1016.8,False,43.8,169,0.7,2025,8,Monaco Grand Prix
0 days 01:31:19.016000,22.3,53.0,1016.8,False,43.6,0,0.6,2025,8,Monaco Grand Prix
0 days 01:32:19.033000,22.4,52.0,1016.8,False,43.6,165,0.9,2025,8,Monaco Grand Prix
0 days 01:33:19.034000,22.4,52.0,1016.8,False,43.7,335,1.0,2025,8,Monaco Grand Prix
0 days 01:34:19.018000,22.4,53.0,1016.9,False,43.6,196,1.3,2025,8,Monaco Grand Prix
0 days 01:35:19.032000,22.5,54.0,1016.8,False,43.3,51,1.1,2025,8,Monaco Grand Prix
0 days 01:36:19.032000,22.5,55.0,1016.8,False,43.7,117,0.8,2025,8,Monaco Grand Prix
0 days 01:37:19.048000,22.4,54.0,1016.8,False,43.7,181,1.0,2025,8,Monaco Grand Prix
0 days 01:38:19.049000,22.5,54.0,1016.8,False,43.7,353,0.8,2025,8,Monaco Grand Prix
0 days 01:39:19.058000,22.7,53.0,1016.9,False,43.6,185,1.1,2025,8,Monaco Grand Prix
0 days 01:40:19.049000,22.6,54.0,1016.8,False,43.2,169,1.5,2025,8,Monaco Grand Prix
0 days 01:41:19.055000,22.5,53.0,1016.7,False,43.1,0,0.8,2025,8,Monaco Grand Prix
0 days 01:42:19.071000,22.6,54.0,1016.8,False,43.2,141,0.9,2025,8,Monaco Grand Prix
0 days 01:43:19.105000,22.5,55.0,1016.7,False,43.6,289,0.0,2025,8,Monaco Grand Prix
0 days 01:44:19.105000,22.5,55.0,1016.6,False,43.7,75,0.8,2025,8,Monaco Grand Prix
0 days 01:45:19.108000,22.5,54.0,1016.6,False,43.7,183,0.6,2025,8,Monaco Grand Prix
0 days 01:46:19.124000,22.6,53.0,1016.7,False,43.5,202,0.7,2025,8,Monaco Grand Prix
0 days 01:47:19.124000,22.8,52.0,1016.7,False,43.2,197,0.7,2025,8,Monaco Grand Prix
0 days 01:48:19.136000,22.7,54.0,1016.7,False,43.2,203,0.6,2025,8,Monaco Grand Prix
0 days 01:49:19.130000,22.8,54.0,1016.6,False,43.4,260,0.9,2025,8,Monaco Grand Prix
0 days 01:50:19.141000,22.9,52.0,1016.7,False,43.5,0,0.7,2025,8,Monaco Grand Prix
0 days 01:51:19.157000,22.9,51.0,1016.7,False,43.7,0,0.5,2025,8,Monaco Grand Prix
0 days 01:52:19.163000,22.6,54.0,1016.6,False,42.9,345,0.8,2025,8,Monaco Grand Prix
0 days 01:53:19.154000,22.5,55.0,1016.6,False,42.7,194,0.5,2025,8,Monaco Grand Prix
0 days 01:54:19.178000,22.5,54.0,1016.5,False,43.0,180,0.9,2025,8,Monaco Grand Prix
0 days 01:55:19.170000,22.5,54.0,1016.6,False,43.4,304,0.8,2025,8,Monaco Grand Prix
0 days 01:56:19.176000,22.5,55.0,1016.7,False,43.2,170,0.7,2025,8,Monaco Grand Prix
0 days 01:57:19.187000,22.5,53.0,1016.5,False,43.2,34,0.5,2025,8,Monaco Grand Prix
0 days 01:58:19.210000,22.5,55.0,1016.7,False,42.4,181,0.9,2025,8,Monaco Grand Prix
0 days 01:59:19.206000,22.5,56.0,1016.7,False,42.4,178,0.9,2025,8,Monaco Grand Prix
0 days 02:00:19.222000,22.5,56.0,1016.7,False,42.3,146,1.1,2025,8,Monaco Grand Prix
0 days 02:01:19.222000,22.5,56.0,1016.6,False,42.2,151,1.7,2025,8,Monaco Grand Prix
0 days 02:02:19.238000,22.6,55.0,1016.5,False,42.2,197,1.1,2025,8,Monaco Grand Prix
0 days 02:03:19.232000,22.5,55.0,1016.5,False,42.2,296,0.9,2025,8,Monaco Grand Prix
0 days 02:04:19.255000,22.4,55.0,1016.5,False,42.1,70,0.8,2025,8,Monaco Grand Prix
0 days 02:05:19.253000,22.5,55.0,1016.5,False,42.2,239,0.8,2025,8,Monaco Grand Prix
0 days 02:06:19.280000,22.4,54.0,1016.6,False,42.2,331,1.0,2025,8,Monaco Grand Prix
0 days 02:07:19.266000,22.5,54.0,1016.5,False,42.2,245,1.1,2025,8,Monaco Grand Prix
0 days 02:08:19.278000,22.5,53.0,1016.5,False,42.9,225,0.7,2025,8,Monaco Grand Prix
0 days 02:09:19.274000,22.6,53.0,1016.4,False,42.9,195,0.7,2025,8,Monaco Grand Prix
0 days 02:10:19.297000,22.6,53.0,1016.5,False,43.9,348,1.3,2025,8,Monaco Grand Prix
0 days 02:11:19.301000,22.7,51.0,1016.5,False,43.9,196,0.8,2025,8,Monaco Grand Prix
0 days 02:12:19.315000,22.8,50.0,1016.5,False,43.9,4,1.1,2025,8,Monaco Grand Prix
0 days 02:13:19.302000,22.6,52.0,1016.5,False,42.2,0,1.0,2025,8,Monaco Grand Prix
0 days 02:14:19.318000,22.5,52.0,1016.4,False,42.2,0,0.6,2025,8,Monaco Grand Prix
0 days 02:15:19.296000,22.5,52.0,1016.4,False,42.5,324,0.0,2025,8,Monaco Grand Prix
0 days 02:16:19.309000,22.5,52.0,1016.4,False,42.5,201,1.0,2025,8,Monaco Grand Prix
0 days 02:17:19.304000,22.6,51.0,1016.3,False,43.0,147,0.4,2025,8,Monaco Grand Prix
0 days 02:18:19.305000,22.7,50.0,1016.4,False,43.0,179,0.8,2025,8,Monaco Grand Prix
0 days 02:19:19.328000,22.8,49.0,1016.4,False,42.8,65,1.0,2025,8,Monaco Grand Prix
0 days 02:20:19.323000,22.8,48.0,1016.5,False,42.8,197,1.0,2025,8,Monaco Grand Prix
0 days 02:21:19.318000,22.7,48.0,1016.4,False,43.1,0,1.0,2025,8,Monaco Grand Prix
0 days 02:22:19.333000,22.6,48.0,1016.4,False,42.7,314,0.8,2025,8,Monaco Grand Prix
0 days 02:23:19.314000,22.5,49.0,1016.3,False,42.7,0,0.9,2025,8,Monaco Grand Prix
0 days 02:24:19.324000,22.5,50.0,1016.5,False,41.7,195,0.4,2025,8,Monaco Grand Prix
0 days 02:25:19.318000,22.4,51.0,1016.3,False,41.3,0,1.5,2025,8,Monaco Grand Prix
0 days 02:26:19.326000,22.4,51.0,1016.4,False,41.8,0,0.4,2025,8,Monaco Grand Prix
0 days 02:27:19.326000,22.5,51.0,1016.2,False,42.6,0,0.8,2025,8,Monaco Grand Prix
0 days 02:28:19.321000,22.5,50.0,1016.3,False,42.2,198,0.6,2025,8,Monaco Grand Prix
0 days 02:29:19.336000,22.5,51.0,1016.3,False,42.3,182,1.9,2025,8,Monaco Grand Prix
0 days 02:30:19.326000,22.6,50.0,1016.3,False,42.7,185,1.4,2025,8,Monaco Grand Prix
0 days 02:31:19.323000,22.5,50.0,1016.3,False,42.0,151,1.2,2025,8,Monaco Grand Prix
0 days 02:32:19.320000,22.3,51.0,1016.3,False,41.8,242,1.6,2025,8,Monaco Grand Prix
0 days 02:33:19.332000,22.3,51.0,1016.3,False,41.6,169,1.5,2025,8,Monaco Grand Prix
0 days 02:34:19.333000,22.2,52.0,1016.2,False,41.3,203,1.5,2025,8,Monaco Grand Prix
0 days 02:35:19.337000,22.3,51.0,1016.2,False,41.3,185,0.9,2025,8,Monaco Grand Prix
0 days 02:36:19.337000,22.4,50.0,1016.2,False,41.9,195,1.5,2025,8,Monaco Grand Prix
0 days 02:37:19.337000,22.4,50.0,1016.2,False,41.7,264,1.0,2025,8,Monaco Grand Prix
0 days 02:38:19.322000,22.4,51.0,1016.2,False,41.4,192,1.5,2025,8,Monaco Grand Prix
0 days 02:39:19.327000,22.5,50.0,1016.2,False,41.6,159,0.8,2025,8,Monaco Grand Prix
0 days 00:00:17.775000,29.9,49.0,1003.5,False,48.2,224,2.3,2025,9,Spanish Grand Prix
0 days 00:01:17.773000,30.0,49.0,1003.6,False,48.4,221,1.1,2025,9,Spanish Grand Prix
0 days 00:02:17.774000,30.0,49.0,1003.5,False,48.6,291,1.6,2025,9,Spanish Grand Prix
0 days 00:03:17.762000,30.0,49.0,1003.5,False,48.8,217,1.1,2025,9,Spanish Grand Prix
0 days 00:04:17.801000,30.0,49.0,1003.4,False,48.8,6,1.1,2025,9,Spanish Grand Prix
0 days 00:05:17.780000,30.0,50.0,1003.4,False,48.1,34,1.1,2025,9,Spanish Grand Prix
0 days 00:06:17.802000,30.0,50.0,1003.4,False,49.2,345,1.1,2025,9,Spanish Grand Prix
0 days 00:07:17.805000,29.7,49.0,1003.4,False,49.2,345,1.4,2025,9,Spanish Grand Prix
0 days 00:08:17.810000,29.6,49.0,1003.4,False,49.0,324,1.3,2025,9,Spanish Grand Prix
0 days 00:09:17.804000,29.6,49.0,1003.5,False,48.9,212,1.8,2025,9,Spanish Grand Prix
0 days 00:10:17.817000,29.6,49.0,1003.3,False,48.5,166,1.2,2025,9,Spanish Grand Prix
0 days 00:11:17.824000,29.5,50.0,1003.4,False,48.5,191,1.9,2025,9,Spanish Grand Prix
0 days 00:12:17.821000,29.6,49.0,1003.5,False,49.1,234,1.8,2025,9,Spanish Grand Prix
0 days 00:13:17.828000,29.5,49.0,1003.4,False,48.7,217,1.6,2025,9,Spanish Grand Prix
0 days 00:14:17.860000,29.5,49.0,1003.4,False,49.4,187,1.2,2025,9,Spanish Grand Prix
0 days 00:15:17.853000,29.5,49.0,1003.4,False,49.4,205,0.8,2025,9,Spanish Grand Prix
0 days 00:16:17.871000,29.6,48.0,1003.4,False,49.4,163,1.4,2025,9,Spanish Grand Prix
0 days 00:17:17.875000,29.6,48.0,1003.4,False,48.6,166,1.3,2025,9,Spanish Grand Prix
0 days 00:18:17.897000,29.5,48.0,1003.3,False,48.3,302,1.6,2025,9,Spanish Grand Prix
0 days 00:19:17.895000,29.4,49.0,1003.3,False,48.3,306,1.5,2025,9,Spanish Grand Prix
0 days 00:20:17.899000,29.3,49.0,1003.3,False,48.7,1,1.1,2025,9,Spanish Grand Prix
0 days 00:21:17.909000,29.3,49.0,1003.3,False,49.4,0,1.1,2025,9,Spanish Grand Prix
0 days 00:22:17.894000,29.2,49.0,1003.3,False,49.4,311,0.8,2025,9,Spanish Grand Prix
0 days 00:23:17.890000,29.3,48.0,1003.3,False,49.6,188,1.3,2025,9,Spanish Grand Prix
0 days 00:24:17.891000,29.3,48.0,1003.4,False,48.9,236,1.5,2025,9,Spanish Grand Prix
0 days 00:25:17.899000,29.4,48.0,1003.1,False,49.4,163,0.9,2025,9,Spanish Grand Prix
0 days 00:26:17.894000,29.5,48.0,1003.3,False,49.4,310,1.1,2025,9,Spanish Grand Prix
0 days 00:27:17.899000,29.5,48.0,1003.3,False,49.7,35,1.3,2025,9,Spanish Grand Prix
0 days 00:28:17.890000,29.5,49.0,1003.3,False,49.2,242,1.1,2025,9,Spanish Grand Prix
0 days 00:29:17.900000,29.5,49.0,1003.1,False,49.3,238,1.4,2025,9,Spanish Grand Prix
0 days 00:30:17.897000,29.6,49.0,1003.1,False,49.3,199,2.5,2025,9,Spanish Grand Prix
0 days 00:31:17.923000,29.4,50.0,1003.3,False,49.2,170,1.8,2025,9,Spanish Grand Prix
0 days 00:32:17.908000,29.2,51.0,1003.2,False,48.8,203,1.7,2025,9,Spanish Grand Prix
0 days 00:33:17.903000,29.2,52.0,1003.2,False,49.1,265,0.7,2025,9,Spanish Grand Prix
0 days 00:34:17.917000,29.1,51.0,1003.3,False,50.3,32,1.4,2025,9,Spanish Grand Prix
0 days 00:35:17.919000,29.3,50.0,1003.1,False,50.4,265,1.5,2025,9,Spanish Grand Prix
0 days 00:36:17.898000,29.3,51.0,1003.1,False,50.3,35,1.1,2025,9,Spanish Grand Prix
0 days 00:37:17.918000,29.4,50.0,1003.2,False,50.1,6,1.9,2025,9,Spanish Grand Prix
0 days 00:38:17.919000,29.4,51.0,1003.1,False,48.8,291,1.1,2025,9,Spanish Grand Prix
0 days 00:39:17.905000,29.3,52.0,1003.0,False,48.8,83,2.8,2025,9,Spanish Grand Prix
0 days 00:40:17.911000,29.3,52.0,1003.1,False,49.4,316,1.4,2025,9,Spanish Grand Prix
0 days 00:41:17.921000,29.1,51.0,1003.1,False,49.4,200,1.5,2025,9,Spanish Grand Prix
0 days 00:42:17.920000,29.1,51.0,1003.0,False,49.6,266,1.4,2025,9,Spanish Grand Prix
0 days 00:43:17.922000,29.1,51.0,1003.1,False,49.1,216,1.3,2025,9,Spanish Grand Prix
0 days 00:44:17.911000,29.1,51.0,1003.1,False,49.4,145,1.7,2025,9,Spanish Grand Prix
0 days 00:45:17.910000,29.2,51.0,1003.0,False,49.5,177,1.3,2025,9,Spanish Grand Prix
0 days 00:46:17.925000,29.4,50.0,1003.0,False,49.5,164,2.2,2025,9,Spanish Grand Prix
0 days 00:47:17.924000,29.5,51.0,1003.0,False,49.5,243,0.9,2025,9,Spanish Grand Prix
0 days 00:48:17.921000,29.5,50.0,1003.1,False,49.7,207,1.3,2025,9,Spanish Grand Prix
0 days 00:49:17.936000,29.4,50.0,1003.0,False,50.2,249,1.4,2025,9,Spanish Grand Prix
0 days 00:50:17.918000,29.5,50.0,1003.0,False,49.7,180,1.2,2025,9,Spanish Grand Prix
0 days 00:51:17.921000,29.6,50.0,1003.0,False,50.3,195,1.5,2025,9,Spanish Grand Prix
0 days 00:52:17.935000,29.6,50.0,1003.0,False,50.3,61,1.1,2025,9,Spanish Grand Prix
0 days 00:53:17.934000,29.6,50.0,1003.1,False,50.3,320,1.5,2025,9,Spanish Grand Prix
0 days 00:54:17.943000,29.6,50.0,1002.9,False,50.4,0,0.9,2025,9,Spanish Grand Prix
0 days 00:55:17.977000,29.6,50.0,1003.0,False,50.4,258,1.1,2025,9,Spanish Grand Prix
0 days 00:56:17.974000,29.6,49.0,1003.0,False,49.7,193,1.0,2025,9,Spanish Grand Prix
0 days 00:57:17.975000,29.8,50.0,1003.0,False,49.4,191,1.1,2025,9,Spanish Grand Prix
0 days 00:58:17.983000,29.7,50.0,1002.9,False,49.4,349,1.0,2025,9,Spanish Grand Prix
